ID da composição;Descrição da composição SKU FILHO;Código da composição SKU FILHO;ID do componente;Descrição do componente SKU PAI;Código do componente SKU PAI;Quantidade Unidades Kit
16230998204;Capa Cadeira Suede Confort Plus - Chocolate Kit 4;CD1343-4CH3;16206269318;Capa para Cadeira Protex Max Suede - Chocolate;CD1343;4
16206269324;Capa Cadeira Suede Confort Plus - Chocolate Kit 6;CD1343-6;16206269318;Capa para Cadeira Protex Max Suede - Chocolate;CD1343;6
16230998205;Capa Cadeira Suede Confort Plus - Chocolate Kit 6;CD1343-6CH1;16206269318;Capa para Cadeira Protex Max Suede - Chocolate;CD1343;6
16230998206;Capa Cadeira Suede Confort Plus - Chocolate Kit 6;CD1343-6CH2;16206269318;Capa para Cadeira Protex Max Suede - Chocolate;CD1343;6
16230998207;Capa Cadeira Suede Confort Plus - Chocolate Kit 6;CD1343-6CH3;16206269318;Capa para Cadeira Protex Max Suede - Chocolate;CD1343;6
16206269325;Capa Cadeira Suede Confort Plus - Chocolate Kit 8;CD1343-8;16206269318;Capa para Cadeira Protex Max Suede - Chocolate;CD1343;8
16230998208;Capa Cadeira Suede Confort Plus - Chocolate Kit 8;CD1343-8CH1;16206269318;Capa para Cadeira Protex Max Suede - Chocolate;CD1343;8
16230998210;Capa Cadeira Suede Confort Plus - Chocolate Kit 8;CD1343-8CH2;16206269318;Capa para Cadeira Protex Max Suede - Chocolate;CD1343;8
16230998211;Capa Cadeira Suede Confort Plus - Chocolate Kit 8;CD1343-8CH3;16206269318;Capa para Cadeira Protex Max Suede - Chocolate;CD1343;8
16230998218;Capa Cadeira Suede Confort Plus - Cinza Claro;CD1344CH1;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;1
16230998219;Capa Cadeira Suede Confort Plus - Cinza Claro;CD1344CH2;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;1
16230998220;Capa Cadeira Suede Confort Plus - Cinza Claro;CD1344CH3;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;1
16206269334;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 10;CD1344-10;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;10
16230998237;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 10;CD1344-10CH1;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;10
16230998238;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 10;CD1344-10CH2;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;10
16230998239;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 10;CD1344-10CH3;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;10
16206558265;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 12;CD1344-12;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;12
16230998240;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 12;CD1344-12CH1;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;12
16230998241;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 12;CD1344-12CH2;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;12
16230998242;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 12;CD1344-12CH3;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;12
16206269329;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 2;CD1344-2;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;2
16230998221;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 2;CD1344-2CH1;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;2
16230998222;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 2;CD1344-2CH2;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;2
16230998223;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 2;CD1344-2CH3;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;2
16206269330;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 3;CD1344-3;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;3
16230998224;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 3;CD1344-3CH1;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;3
16230998226;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 3;CD1344-3CH2;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;3
16230998227;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 3;CD1344-3CH3;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;3
16206269331;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 4;CD1344-4;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;4
16230998228;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 4;CD1344-4CH1;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;4
16230998229;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 4;CD1344-4CH2;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;4
16230998230;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 4;CD1344-4CH3;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;4
16206269332;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 6;CD1344-6;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;6
16230998231;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 6;CD1344-6CH1;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;6
16230998232;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 6;CD1344-6CH2;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;6
16230998233;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 6;CD1344-6CH3;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;6
16206269333;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 8;CD1344-8;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;8
16230998234;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 8;CD1344-8CH1;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;8
16230998235;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 8;CD1344-8CH2;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;8
16230998236;Capa Cadeira Suede Confort Plus - Cinza Claro Kit 8;CD1344-8CH3;16206269328;Capa para Cadeira Protex Max Suede - Cinza Claro;CD1344;8
16103310856;Capa Cadeiras Jantar Charles Eames 4 Unidadess Branca Luxo;CD1258-4CH3;16080878831;Capa para Cadeira Eiffel - Branca 1 Unidade;CD1258;4
16103310884;Capa Cadeiras Jantar Charles Eames 4 Unidadess Creme Luxo;CD1259-4CH3;16080878836;Capa para Cadeira Eiffel - Creme 1 Unidade;CD1259;4
16103310910;Capa Cadeiras Jantar Charles Eames 4 Unidadess Modern Geo Capuccino;CD1260-4CH3;16088509786;Capa para Cadeira Eiffel - Geo Capuccino 1 Unidade;CD1260;4
16112411341;Capa Cadeiras Jantar Charles Eames Kit 4 Unidades Geo;CD1277-4CH3;16112411296;Capa Para Cadeiras Eiffel Sala Jantar Geo em Malha Premium;CD1277;4
16532975483;Capa Colchão Impermeável - Oferta Cross Casal;380140CS;15812371350;Capa para Colchão Impermeável Ortobom Plus Colchão Casal;380140;1
16532975486;Capa Colchão Impermeável - Oferta Cross Queen;380190CS;15812371352;Capa para Colchão Impermeável Ortobom Plus Colchão King;380190;1
15813941877;Capa de Almofada 1 Unidade Cetim Avelã Exclusivo;05101-AVELACH1;15812372035;Capa Para Almofada 1 Unidade Cetim Avelã Premium;05101-AVELA;1
15813942083;Capa de Almofada 1 Unidade Cetim Dourado Exclusivo;05101-DOURADOCH1;15812372045;Capa Para Almofada 1 Unidade Cetim Dourado Premiuma;05101-DOURADO;1
15813942093;Capa de Almofada 1 Unidade Cetim Pérola Exclusivo;05101-PEROLACH1;15812372049;Capa Para Almofada 1 Unidade Cetim Pérola Premium;05101-PEROLA;1
15813942102;Capa de Almofada 1 Unidade Cetim Tabaco Exclusivo;05101-TABACOCH1;15812372052;Capa Para Almofada 1 Unidade Cetim Tabaco Premium;05101-TABACO;1
15855108776;Capa de Almofada 45x45 - Folhas Verdes Kit 4;RB0005-4;15842754561;Capa De Almofada Jacquard Premium - Preto 45 x 45cm;CD1033;2
15855108776;Capa de Almofada 45x45 - Folhas Verdes Kit 4;RB0005-4;15812373310;Capa De Almofada Jacquard Premium - Folhas Verdes 45 x 45cm;RB0005;2
15849366711;Capa de Almofada 45X45cm Jacquard Amarelo Luxo Exclusivo;CD1027CH1;15842754549;Capa De Almofada Jacquard Premium - Amarelo 45 x 45cm;CD1027;1
15849366694;Capa de Almofada 45X45cm Jacquard Branco Luxo Exclusivo;CD1029CH1;15842754553;Capa De Almofada Jacquard Premium - Branco 45 x 45cm;CD1029;1
15849366716;Capa de Almofada 45X45cm Jacquard Kit com 4 Amarelo;CD1027-4CH2;15842754549;Capa De Almofada Jacquard Premium - Amarelo 45 x 45cm;CD1027;4
15849366662;Capa de Almofada 45X45cm Jacquard Preto Exclusivo;CD1033CH1;15842754561;Capa De Almofada Jacquard Premium - Preto 45 x 45cm;CD1033;1
15849366641;Capa de Almofada 45X45cm Jacquard Vermelho Luxo Exclusivo;CD1025CH1;15842754546;Capa De Almofada Jacquard Premium - Vermelho 45 x 45cm;CD1025;1
15849366699;Capa de Almofada 45X45cm Tecido Jacquard Kit com 4 Branco;CD1029-4CH2;15842754553;Capa De Almofada Jacquard Premium - Branco 45 x 45cm;CD1029;4
15849366682;Capa de Almofada 45X45cm Tecido Jacquard Kit com 4 Palha;CD1031-4CH2;15842754557;Capa De Almofada Jacquard Premium - Palha 45 x 45cm;CD1031;4
15849366666;Capa de Almofada 45X45cm Tecido Jacquard Kit com 4 Preto;CD1033-4CH2;15842754561;Capa De Almofada Jacquard Premium - Preto 45 x 45cm;CD1033;4
15849366677;Capa de Almofada 45X45cm Tecido Jacquard Palha Exclusivo;CD1031CH1;15842754557;Capa De Almofada Jacquard Premium - Palha 45 x 45cm;CD1031;1
15849366720;Capa de Almofada 50X50cm Jacquard Amarelo Luxo Exclusivo;CD1028CH1;15842754551;Capa De Almofada Jacquard Premium - Amarelo 50 x 50cm;CD1028;1
15849366702;Capa de Almofada 50X50cm Jacquard Branco Luxo Exclusivo;CD1030CH1;15842754555;Capa De Almofada Jacquard Premium - Branco 50 x 50cm;CD1030;1
15849366707;Capa de Almofada 50X50cm Jacquard Kit com 4 Branco Luxo;CD1030-4CH2;15842754555;Capa De Almofada Jacquard Premium - Branco 50 x 50cm;CD1030;4
15849366725;Capa de Almofada 50X50cm Jacquard Kitcom 4 Amarelo;CD1028-4CH2;15842754551;Capa De Almofada Jacquard Premium - Amarelo 50 x 50cm;CD1028;4
15849366685;Capa de Almofada 50X50cm Jacquard Palha Luxo Exclusivo;CD1032CH1;15842754560;Capa De Almofada Jacquard Premium - Palha 50 x 50cm;CD1032;1
15849366650;Capa de Almofada 50X50cm Jacquard Vermelho Luxo Exclusivo;CD1026CH1;15842754548;Capa De Almofada Jacquard Premium - Vermelho 50 x 50cm;CD1026;1
15849366690;Capa de Almofada 50X50cm Tecido Jacquard Kit com 4 Palha;CD1032-4CH2;15842754560;Capa De Almofada Jacquard Premium - Palha 50 x 50cm;CD1032;4
15849366674;Capa de Almofada 50X50cm Tecido Jacquard Kit com 4 Preto;CD1034-4CH2;15842754563;Capa De Almofada Jacquard Premium - Preto 50 x 50cm;CD1034;4
15849366669;Capa de Almofada 50X50cm Tecido Jacquard Preto Exclusivo;CD1034CH1;15842754563;Capa De Almofada Jacquard Premium - Preto 50 x 50cm;CD1034;1
15943386215;Capa de Almofada de Natal 4 Unidades Feliz Natal Decoração;CDNATAL73CH1;15941436858;Capa de Almofada Natal - Vermelha 1 Capa;CDNATAL70;1
15943386215;Capa de Almofada de Natal 4 Unidades Feliz Natal Decoração;CDNATAL73CH1;15941436856;Capa de Almofada Natal - Papai Noel Vermelho 1 Capa;CDNATAL69;1
15943386215;Capa de Almofada de Natal 4 Unidades Feliz Natal Decoração;CDNATAL73CH1;15941436855;Capa de Almofada Natal - Noel 1 Capa;CDNATAL68;1
15943386215;Capa de Almofada de Natal 4 Unidades Feliz Natal Decoração;CDNATAL73CH1;15941436853;Capa de Almofada Natal - Árvore Natalina 1 Capa;CDNATAL67;1
15943386210;Capa de Almofada de Natal Árvore Natalina 2 Unidades Decoração Natal;CDNATAL71CH1;15941436853;Capa de Almofada Natal - Árvore Natalina 1 Capa;CDNATAL67;1
15943386210;Capa de Almofada de Natal Árvore Natalina 2 Unidades Decoração Natal;CDNATAL71CH1;15941436856;Capa de Almofada Natal - Papai Noel Vermelho 1 Capa;CDNATAL69;1
15943386204;Capa de Almofada de Natal Noel 2 Unidades Decoração Natalina;CDNATAL72CH1;15941436855;Capa de Almofada Natal - Noel 1 Capa;CDNATAL68;1
15943386204;Capa de Almofada de Natal Noel 2 Unidades Decoração Natalina;CDNATAL72CH1;15941436858;Capa de Almofada Natal - Vermelha 1 Capa;CDNATAL70;1
15943386197;Capa de Almofada de Natal Noel Decoração Natalina Exclusiva;CDNATAL68CH1;15941436855;Capa de Almofada Natal - Noel 1 Capa;CDNATAL68;1
16248200143;Capa De Almofada Impermeável - Chess Cinza Kit 2;008.07.10-2;16248200139;Capa De Almofada Impermeável - Chess Cinza Kit 1;008.07.10;2
16248200145;Capa De Almofada Impermeável - Chess Cinza Kit 4;008.07.10-4;16248200139;Capa De Almofada Impermeável - Chess Cinza Kit 1;008.07.10;4
16248200151;Capa De Almofada Impermeável - Chess Marrom Kit 2;088.07.11-2;16248200148;Capa De Almofada Impermeável - Chess Marrom;088.07.11;2
16248200154;Capa De Almofada Impermeável - Chess Marrom Kit 4;088.07.11-4;16248200148;Capa De Almofada Impermeável - Chess Marrom;088.07.11;4
16248200135;Capa De Almofada Impermeável - Cinza Kit 2;008.07.06CZ2;16248200132;Capa De Almofada Impermeável - Cinza;008.07.06CZ;2
16248200137;Capa De Almofada Impermeável - Cinza Kit 4;008.07.06CZ4;16248200132;Capa De Almofada Impermeável - Cinza;008.07.06CZ;4
16248200126;Capa De Almofada Impermeável - Nude Kit 2;008.07.01NU2;16248200123;Capa De Almofada Impermeável - Nude;008.07.01NU;2
16248200129;Capa De Almofada Impermeável - Nude Kit 4;008.07.01NU4;16248200123;Capa De Almofada Impermeável - Nude;008.07.01NU;4
16248200118;Capa De Almofada Impermeável Premium - Areia Kit 2;008.09.03AR2;16248187871;Capa De Almofada Impermeável Premium - Areia;008.09.03AR;2
16248200121;Capa De Almofada Impermeável Premium - Areia Kit 4;008.09.03AR4;16248187871;Capa De Almofada Impermeável Premium - Areia;008.09.03AR;4
15815819766;Capa De Almofada Jacquard Premium - Amarelo 45x45;RB0052;15842754549;Capa De Almofada Jacquard Premium - Amarelo 45 x 45cm;CD1027;1
15815819801;Capa De Almofada Jacquard Premium - Amarelo 50x50;RB0053;15842754551;Capa De Almofada Jacquard Premium - Amarelo 50 x 50cm;CD1028;1
15815819314;Capa De Almofada Jacquard Premium - Branco 45x45;RB0044;15842754553;Capa De Almofada Jacquard Premium - Branco 45 x 45cm;CD1029;1
15815819419;Capa De Almofada Jacquard Premium - Branco 50x50;RB0045;15842754555;Capa De Almofada Jacquard Premium - Branco 50 x 50cm;CD1030;1
15813947004;Capa De Almofada Jacquard Premium - Flamingo 45x45;RB0007CH1;15812373313;Capa De Almofada Jacquard Premium - Flamingo 45 x 45cm;RB0007;1
15813947005;Capa De Almofada Jacquard Premium - Flamingo 45x45;RB0007CH2;15812373313;Capa De Almofada Jacquard Premium - Flamingo 45 x 45cm;RB0007;1
15813947007;Capa De Almofada Jacquard Premium - Flamingo 45x45;RB0007CH3;15812373313;Capa De Almofada Jacquard Premium - Flamingo 45 x 45cm;RB0007;1
15813947008;Capa De Almofada Jacquard Premium - Flamingo 45x45;RB0007CH4;15812373313;Capa De Almofada Jacquard Premium - Flamingo 45 x 45cm;RB0007;1
15813947009;Capa De Almofada Jacquard Premium - Flamingo 45x45;RB0007CH5;15812373313;Capa De Almofada Jacquard Premium - Flamingo 45 x 45cm;RB0007;1
15813947026;Capa De Almofada Jacquard Premium - Flamingo 50x50;RB0014CH1;15812373320;Capa De Almofada Jacquard Premium - Flamingo 50 x 50cm;RB0014;1
15813947027;Capa De Almofada Jacquard Premium - Flamingo 50x50;RB0014CH2;15812373320;Capa De Almofada Jacquard Premium - Flamingo 50 x 50cm;RB0014;1
15813947028;Capa De Almofada Jacquard Premium - Flamingo 50x50;RB0014CH3;15812373320;Capa De Almofada Jacquard Premium - Flamingo 50 x 50cm;RB0014;1
15813946994;Capa De Almofada Jacquard Premium - Folhas Verdes 45x45;RB0005CH1;15812373310;Capa De Almofada Jacquard Premium - Folhas Verdes 45 x 45cm;RB0005;1
15813946995;Capa De Almofada Jacquard Premium - Folhas Verdes 45x45;RB0005CH2;15812373310;Capa De Almofada Jacquard Premium - Folhas Verdes 45 x 45cm;RB0005;1
15813946996;Capa De Almofada Jacquard Premium - Folhas Verdes 45x45;RB0005CH3;15812373310;Capa De Almofada Jacquard Premium - Folhas Verdes 45 x 45cm;RB0005;1
15813946997;Capa De Almofada Jacquard Premium - Folhas Verdes 45x45;RB0005CH4;15812373310;Capa De Almofada Jacquard Premium - Folhas Verdes 45 x 45cm;RB0005;1
15813946998;Capa De Almofada Jacquard Premium - Folhas Verdes 45x45;RB0005CH5;15812373310;Capa De Almofada Jacquard Premium - Folhas Verdes 45 x 45cm;RB0005;1
15813947019;Capa De Almofada Jacquard Premium - Folhas Verdes 50x50;RB0012CH1;15812373318;Capa De Almofada Jacquard Premium - Folhas Verdes 50 x 50cm;RB0012;1
15813947020;Capa De Almofada Jacquard Premium - Folhas Verdes 50x50;RB0012CH2;15812373318;Capa De Almofada Jacquard Premium - Folhas Verdes 50 x 50cm;RB0012;1
15813947021;Capa De Almofada Jacquard Premium - Folhas Verdes 50x50;RB0012CH3;15812373318;Capa De Almofada Jacquard Premium - Folhas Verdes 50 x 50cm;RB0012;1
15815819570;Capa De Almofada Jacquard Premium - Palha 45x45;RB0048;15842754557;Capa De Almofada Jacquard Premium - Palha 45 x 45cm;CD1031;1
15815819653;Capa De Almofada Jacquard Premium - Palha 50x50;RB0049;15842754560;Capa De Almofada Jacquard Premium - Palha 50 x 50cm;CD1032;1
15815818270;Capa De Almofada Jacquard Premium - Preto 45x45;RB0040;15842754561;Capa De Almofada Jacquard Premium - Preto 45 x 45cm;CD1033;1
15815818461;Capa De Almofada Jacquard Premium - Preto 50x50;RB0041;15842754563;Capa De Almofada Jacquard Premium - Preto 50 x 50cm;CD1034;1
15815818842;Capa De Almofada Jacquard Premium - Vermelho 45x45;RB0042;15842754546;Capa De Almofada Jacquard Premium - Vermelho 45 x 45cm;CD1025;1
15815819138;Capa De Almofada Jacquard Premium - Vermelho 50x50;RB0043;15842754548;Capa De Almofada Jacquard Premium - Vermelho 50 x 50cm;CD1026;1
15941436859;Capa de Almofada Natal - Papai Noel Vermelho Kit 2 Capas;CDNATAL71;15941436856;Capa de Almofada Natal - Papai Noel Vermelho 1 Capa;CDNATAL69;1
15941436859;Capa de Almofada Natal - Papai Noel Vermelho Kit 2 Capas;CDNATAL71;15941436853;Capa de Almofada Natal - Árvore Natalina 1 Capa;CDNATAL67;1
15943386218;Capa de Almofada Natal 4 Unidades Feliz Natal Premium;CDNATAL73CH4;15941436858;Capa de Almofada Natal - Vermelha 1 Capa;CDNATAL70;1
15943386218;Capa de Almofada Natal 4 Unidades Feliz Natal Premium;CDNATAL73CH4;15941436856;Capa de Almofada Natal - Papai Noel Vermelho 1 Capa;CDNATAL69;1
15943386218;Capa de Almofada Natal 4 Unidades Feliz Natal Premium;CDNATAL73CH4;15941436855;Capa de Almofada Natal - Noel 1 Capa;CDNATAL68;1
15943386218;Capa de Almofada Natal 4 Unidades Feliz Natal Premium;CDNATAL73CH4;15941436853;Capa de Almofada Natal - Árvore Natalina 1 Capa;CDNATAL67;1
15943386182;Capa de Almofada Natal Árvore Natalina Exclusiva Linda;CDNATAL67CH1;15941436853;Capa de Almofada Natal - Árvore Natalina 1 Capa;CDNATAL67;1
15943386187;Capa de Almofada Natal Noel Vermelho Exclusiva Linda;CDNATAL69CH1;15941436856;Capa de Almofada Natal - Papai Noel Vermelho 1 Capa;CDNATAL69;1
15943386192;Capa de Almofada Natal Vermelha Decora Exclusiva Linda;CDNATAL70CH1;15941436858;Capa de Almofada Natal - Vermelha 1 Capa;CDNATAL70;1
16534094811;Capa de Almofada Ornare - Aramado Kit 2;CD1525;16534094809;Capa de Almofada Ornare - Aramado Kit 1;CD1524;2
16534094813;Capa de Almofada Ornare - Aramado Kit 4;CD1526;16534094809;Capa de Almofada Ornare - Aramado Kit 1;CD1524;4
16534092511;Capa de Almofada Ornare - Mandala Kit 2;CD1521;16534094801;Capa de Almofada Ornare - Mandala Kit 1;CD1520;2
16534094803;Capa de Almofada Ornare - Mandala Kit 4;CD1522;16534094801;Capa de Almofada Ornare - Mandala Kit 1;CD1520;4
15812373436;Capa de Almofadas Decorativas - Alagoas;CA0144;15813942286;Capa de Almofadas Decorativas - Alagoas;CA 144;1
15943386185;Capa de Almofadas Natal Árvore Natalina Luxo Exclusiva;CDNATAL67CH4;15941436853;Capa de Almofada Natal - Árvore Natalina 1 Capa;CDNATAL67;1
15943386201;Capa de Almofadas Natal Noel Estampa Digital Exclusiva;CDNATAL68CH4;15941436855;Capa de Almofada Natal - Noel 1 Capa;CDNATAL68;1
15943386190;Capa de Almofadas Natal Noel Vermelho Luxo Exclusiva;CDNATAL69CH4;15941436856;Capa de Almofada Natal - Papai Noel Vermelho 1 Capa;CDNATAL69;1
15813947928;Capa de Assento Para Cadeira de Crochê Liso Luxo;BJ10123CH1;15812373418;Capa de Assento de Cadeira de Crochê Liso;BJ10123;1
16506386002;Capa De Assento Para Cadeira Jantar Malha Elástico Exclusiva;1,82929E+11;16068958348;Capa para Cadeira Protex Max Suede - Creme;CD1252;1
15858378758;Capa de Cadeira 4 Lugares com Tapete Decoração Premium;CD1088;15812373839;Tapete Felpudo - Mescla Creme (4 Tamanhos) 2,00X2,50;MT_2_240_MESCRE;1
15858378758;Capa de Cadeira 4 Lugares com Tapete Decoração Premium;CD1088;15812370027;Capa para Cadeira de Jantar - Boho;PE0441;4
15858378754;Capa de Cadeira 4 Lugares com Tapete Kit Exclusivo Premium;CD1086;15812373824;Tapete Felpudo - Mescla Creme (4 Tamanhos) 2,00X1,50;MT_2_140_MESCRE;1
15858378754;Capa de Cadeira 4 Lugares com Tapete Kit Exclusivo Premium;CD1086;15812370027;Capa para Cadeira de Jantar - Boho;PE0441;4
15858378756;Capa de Cadeira 6 Lugares com Tapete Decoração Premium;CD1087;15812370027;Capa para Cadeira de Jantar - Boho;PE0441;6
15858378756;Capa de Cadeira 6 Lugares com Tapete Decoração Premium;CD1087;15812373824;Tapete Felpudo - Mescla Creme (4 Tamanhos) 2,00X1,50;MT_2_140_MESCRE;1
15858378761;Capa de Cadeira 6 Lugares com Tapete Decoração Premium;CD1089;15812373839;Tapete Felpudo - Mescla Creme (4 Tamanhos) 2,00X2,50;MT_2_240_MESCRE;1
15858378761;Capa de Cadeira 6 Lugares com Tapete Decoração Premium;CD1089;15812370027;Capa para Cadeira de Jantar - Boho;PE0441;6
16218812358;Capa de Cadeira Arranhador para Gatos - Bege Kit 2;CD1333-2;16218812357;Capa de Cadeira Arranhador para Gatos - Bege Kit 1;CD1333;2
16218812360;Capa de Cadeira Arranhador para Gatos - Bege Kit 3;CD1333-3;16218812357;Capa de Cadeira Arranhador para Gatos - Bege Kit 1;CD1333;3
16218812361;Capa de Cadeira Arranhador para Gatos - Bege Kit 4;CD1333-4;16218812357;Capa de Cadeira Arranhador para Gatos - Bege Kit 1;CD1333;4
16218812363;Capa de Cadeira Arranhador para Gatos - Bege Kit 6;CD1333-6;16218812357;Capa de Cadeira Arranhador para Gatos - Bege Kit 1;CD1333;6
16218812365;Capa de Cadeira Arranhador para Gatos - Bege Kit 8;CD1333-8;16218812357;Capa de Cadeira Arranhador para Gatos - Bege Kit 1;CD1333;8
16103310859;Capa de Cadeira Branca Charles Eames Eiffel para 6 Lugares;CD1258-6CH3;16080878831;Capa para Cadeira Eiffel - Branca 1 Unidade;CD1258;6
15812370000;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Alstromérias;PE0283CH6;15812369998;Capa para Cadeira de Jantar - Alstromerias;PE0283;6
15813950484;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Amarelo;IZ0255CH8;15812371020;Capa para Cadeira de Jantar - Amarela;IZ0255;1
15813947903;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Azul Marinho;IZ0013CH7;15812370611;Capa Para Cadeira de Jantar - Azul Marinho;IZ0013;1
15813947846;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Bege;IZ0006CH7;15812370606;Capa Para Cadeira de Jantar - Bege;IZ0006;1
15813947862;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Branco;IZ0007CH9;15812370607;Capa Para Cadeira de Jantar - Branca;IZ0007;1
15813947838;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Cinza Claro;IZ0005CH9;15812370602;Capa Para Cadeira de Jantar - Cinza Claro;IZ0005;1
15812370592;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Cinza Escuro;IZ0001CH8;15812370588;Capa para Cadeira de Jantar - Cinza Escuro;IZ0001;1
15812370616;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Creme;IZ0015CH8;15812370613;Capa Para Cadeira de Jantar - Creme;IZ0015;1
15813950957;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Ferrugem;PE0035CH8;15812373869;Capa Para Cadeira de Jantar - Terracota;PE0035;1
15813947711;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Marrom;IZ0003CH9;15812370597;Capa Para Cadeira de Jantar - Marrom Tabaco;IZ0003;1
15813947823;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Marsala;IZ0004CH7;15812370601;Capa Para Cadeira de Jantar - Marsala;IZ0004;1
15813948498;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Pink;IZ0020CH7;15812370621;Capa Para Cadeira de Jantar - Pink;IZ0020;1
15812370596;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Preto;IZ0002CH8;15812370593;Capa para Cadeira de Jantar - Preta;IZ0002;1
15813948452;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Rosa;IZ0016CH7;15812370617;Capa Para Cadeira de Jantar - Rosa;IZ0016;1
15813948428;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Verde;IZ0014CH7;15812370612;Capa Para Cadeira de Jantar - Verde;IZ0014;1
15813947882;Capa de Cadeira C/ Elástico Malha Gel Sala Jantar Vermelho;IZ0011CH7;15812370609;Capa Para Cadeira de Jantar - Vermelha;IZ0011;1
16103310848;Capa de Cadeira Charles Eames Eiffel 2 Lugares Branca;CD1258-2CH3;16080878831;Capa para Cadeira Eiffel - Branca 1 Unidade;CD1258;2
16103310874;Capa de Cadeira Charles Eames Eiffel 2 Lugares Creme;CD1259-2CH3;16080878836;Capa para Cadeira Eiffel - Creme 1 Unidade;CD1259;2
16112411301;Capa de Cadeira Charles Eames Eiffel 2 Lugares Geo;CD1277-2CH3;16112411296;Capa Para Cadeiras Eiffel Sala Jantar Geo em Malha Premium;CD1277;2
